sample	label
Rượu Đông Trùng Hạ Thảo Hoàng Liên Sa Pa - 2 lít	Bia, rượu, đồ uống có cồn
BỘT NGŨ CỐC MỘC NHAN	Bột các loại
Yến Plus Sụn vi cá mập hộp 1 hũ	Nước ngọt
Chubby care ensure 400g	Sữa bột
Coffee Zip 150g	Trà, cà phê
Nước mắm cá hồi 380ml (Hộp 2 chai)	Nước mắm - Nước chấm
Vigor Milk Weight Gain	Sữa bột
Burger bò Mỹ xốt BBQ	Thực phẩm chín, qua chế biến
Thùng Nước yến nha đam đường phèn Chămpa Bird's nest drink with aloe vera rock sugar 500ml*24	Nước ngọt
CHUPS RIGHT - BABY PRO 900Gr. ( Giúp Trẻ Phát Triển Toàn Diện)	Nước ngọt
Mommy Glu Sure	Sữa bột
Thực phẩm bổ sung Domilac Dairy Goat's Pedia 900g	Sữa bột
Thực phẩm bổ sung Domilac Dairy Goat's Kids Stemp 900g	Sữa bột
Yến HT-Milk Birth Nest Canxi Collagen	Nước ngọt
HT-Milk Glu Sure	Sữa bột
Dr.Celine Turmeric Gold	Sữa bột
Trumilac Mom Sure (900gr)	Sữa bột
MomMy Canxi Gold	Sữa bột
Trumilac Baby Gold Step (400gr)	Sữa bột
Mommy Weight Gold	Sữa bột
B6 Plus Baby Gold Step (900gr)	Sữa bột
Thực phẩm bổ sung Amanda Dairy Goat's Pedia++	Sữa bột
Yến sào Amanda Glu canxi hủ rời	Nước ngọt
Yến sào Amanda Glu Canxi Hộp lớn	Nước ngọt
Nutri MyO Goat's Grow	Sữa bột
HT-Milk Sure Plus	Sữa bột
HT-MILK BIRTH NEST KIDS PEDIA	Nước ngọt
Dr.Celine Ensure Gold	Sữa bột
Dr.Celine Pedia Gold	Sữa bột
Pomh Nat New Bone	Sữa bột
Pomh Nat New Canxi	Sữa bột
B6 Plus Sure Plus (900gr)	Sữa bột
Thực phẩm bổ sung Domilac Dairy Grow sure 900g	Sữa bột
HT-Milk Goat's Kids	Sữa bột
HT-Milk Weight Gold	Sữa bột
Trumilac Sure Plus	Sữa bột
HT-Milk Baby Gold Step	Sữa bột
Pomh Nat New Grow	Sữa bột
Trumilac Baby Gold Step	Sữa bột
Yến sào Amanda Kids Pedia túi 6 hủ	Nước ngọt
Yến sào Amanda Glu Canxi túi 6 hủ	Nước ngọt
Thực phẩm bổ sung Amanda Dairy Goat's Grow++ 400g	Sữa bột
Nutri MyO Goat's Kids	Sữa bột
Thực phẩm bổ sung Amanda Dairy Goat's Pedia 400g	Sữa bột
Domilac - Birth Nest Canxi Bone	Nước ngọt
Bionano Glu Sure 400g	Sữa bột
Trứng gà MAMACHOICE XLUV Size L_Pet10 (58-61g/quả)	Trứng
Omega Colostrum 400g	Sữa bột
Nutriborn Colostrum smart 0+ 400g	Sữa bột
SURE VENDER- Grow IQ+ ( Hộp 900gr)	Sữa bột
BÁNH SỮA CHUA BẮP NON CAO CẤP TÚI 250GR	Bánh quy, bánh xốp, bánh mềm
Cá viên Rau củ	Thịt
Coffee Thùy Dung I-500 gr	Trà, cà phê
SURECARE PEDIA	Sữa bột
Sunnest - Hộp YSCC Đường ăn kiêng 12%	Nước ngọt
Thực Phẩm Bổ Sung Vitanutri Afamilac Gold Mom	Sữa bột
Hộp Nước mắm Quang Hải Loại Cá Thu 500ml	Nước mắm - Nước chấm
Chivas Regal 12 years 4500ml 40 degrees Super oversized bottle with swing cradle Not included kawahc	Bia, rượu, đồ uống có cồn
Bột ngũ cốc dinh dưỡng Việt Đài 375g	Bột các loại
Dakamil pedia 2	Sữa bột
Dầu Thực Vật Aliza (thùng)	Muối, tiêu, hạt nêm, bột ngọt
NATURE IQ CANXI PLUS 400g	Sữa bột
OMASURE DIABET GOLD 400G	Sữa bột
Kẹo hạnh nhân Miaokestar	Kẹo
Dream milk Canxi 900	Sữa bột
GOODMILK MAMA	Sữa bột
Vigor Milk Baby Gold (400g)	Sữa bột
Thùng Sữa Đậu nành Fami Canxi Vị cà phê 36 hộp x 200ml	Sữa tươi
ECOLAX KIDS PLUS 400g	Sữa bột
Nấm Mộc Nhĩ	Thực phẩm khô
ECOLAX PEDIA BIO 400g	Sữa bột
Dầu đậu nành không biến đổi gen OZENDY 1L	Dầu ăn
Kẹo Snackie Top Plus vị tổng hợp (Snackie Top Plus Assorted Candy) 450 g	Kẹo
HT Milk Goat's Grow	Sữa bột
Trà Linh chi Hồng táo (chai 330ml)	Nước ngọt
Trà Linh chi Hồng táo (chai 1250ml)	Nước ngọt
Bánh cá	Bánh tươi
Hạt dẻ cười Mỹ	Thực phẩm khô
Bánh Pía Tân Phúc Khánh 1,2kg	Bánh quy, bánh xốp, bánh mềm
TPBS - Sản phẩm dinh dưỡng: IQLac Pro Biếng ăn suy dinh dưỡng- Premium - 400 g	Sữa bột
Trà móc câu 100 gram	Trà, cà phê
Hoa quả thập cẩm sấy 100g	Thực phẩm khô
HẠNH NHÂN RANG BƠ 300g	Thực phẩm khô
Ngũ cốc GRANOLA 100g	Thực phẩm khô
XOÀI SẤY DẺO 150g	Thực phẩm khô
KHOAI LANG TÍM SẤY 300g	Thực phẩm khô
HẠNH NHÂN RANG BƠ 100g	Thực phẩm khô
Xoài sấy dẻo 300g	Thực phẩm khô
MÍT SẤY 100g	Thực phẩm khô
ÓC CHÓ 150g	Thực phẩm khô
QUẢ MACCA 150g	Thực phẩm khô
Mít sấy 300g	Thực phẩm khô
Hồng treo gió	Thực phẩm khô
Gạo Lứt Đặc Sản Miền Bắc	Gạo, nếp
Pharmavita Queen Dairy Sure Plus 900g	Sữa bột
Thực phẩm Bổ sung - Nước yến Đường ISOMALT ( Đường ăn kiêng)- Tổ yến 15%	Nước ngọt
Trái cây sấy dẻo 300g	Thực phẩm khô
HẠT DẺ CƯỜI 300g	Thực phẩm khô
QUẢ MACCA 300g	Snack, đồ ăn vặt
Khô gà Yuki's vị cháy tỏi 300g	Thực phẩm khô
Hạt dẻ cười 150g	Thực phẩm khô
Chuối sấy	Thực phẩm khô
TRÁI CÂY SẤY DẺO 100g	Thực phẩm khô
HOA QUẢ THẬP CẨM SẤY	Thực phẩm khô
Chuối sấy 125g	Thực phẩm khô
Quả Macca 100g	Thực phẩm khô
Nước sốt mè rang Yukibudo	Tương, sốt
XOÀI SẤY DẺO 100g	Thực phẩm khô
Hộp quà tết mix 4 loại hạt	Snack, đồ ăn vặt
SỮA THANH TRÙNG CÓ ĐƯỜNG - HỘP GIẤY 250ML	Sữa tươi
Xoài sấy dẻo	Thực phẩm ăn liền
Xoài sấy dẻo	Thực phẩm khô
Xoài sấy dẻo	Bánh tươi
SỮA TIỆT TRÙNG HƯƠNG SÔ CÔ LA - HỘP GIẤY 125ML	Sữa tươi
SỮA TIỆT TRÙNG HƯƠNG VANI - HỘP 125ML	Sữa tươi
BÁNH SỮA CÓ ĐƯỜNG 200g	Bánh tươi
BÁNH SỮA VỊ SOCOLA 200g	Bánh quy, bánh xốp, bánh mềm
Hộp đơn Men Sheriff premium vodka 30 %Vol	Bia, rượu, đồ uống có cồn
Hộp đơn Men Sheriff gold edition vodka 30 %Vol	Bia, rượu, đồ uống có cồn
HẠT TIÊU	Muối, tiêu, hạt nêm, bột ngọt
Men' Sheriff Premium Vodka LIMITED 565ml - 50% Vol	Bia, rượu, đồ uống có cồn
Men' Sheriff Gold Edition Vodka LIMITED 565ml - 50% Vol	Bia, rượu, đồ uống có cồn
Men Vodka mới 50% Vol, 500ml 	Bia, rượu, đồ uống có cồn
Xúc Xích Roma Đức Việt 500g (loại 42)	Thực phẩm chín, qua chế biến
Rượu vang DABECO - White Wine 03 lít	Bia, rượu, đồ uống có cồn
Quả macca Úc	Thực phẩm khô
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Thùng nước xoài camel	Nước ngọt
Sữa bột Enzym Baby 900g	Sữa bột
Sữa bột Enzym Baby 400g	Sữa bột
Sữa bột Enzym GROW 900g	Sữa bột
Hạt đác sấy dẻo	Thực phẩm khô
Vỏ Bưởi sấy dẻo	Thực phẩm khô
Vỏ Bưởi sấy dẻo	Thực phẩm khô
Đu đủ sấy dẻo	Thực phẩm khô
Đu đủ sấy dẻo	Thực phẩm khô
Thơm sấy dẻo	Thực phẩm khô
Hạt đác sấy dẻo	Bánh tươi
Hạt đác sấy dẻo	Bánh tươi
Thơm sấy dẻo	Bánh tươi
Đu đủ sấy dẻo	Thực phẩm khô
Gừng sấy dẻo	Thực phẩm khô
Thơm sấy dẻo	Thực phẩm khô
Mít sấy dẻo	Thực phẩm ăn liền
Mít sấy dẻo	Thực phẩm ăn liền
Cam sấy dẻo	Bánh tươi
Cam sấy dẻo	Thực phẩm ăn liền
Cam sấy dẻo	Thực phẩm ăn liền
Mít sấy dẻo	Thực phẩm ăn liền
Anphacare - Pedia Gold	Sữa bột
Trumilac Canxi gold	Sữa bột
Xúc Xích Great	Thực phẩm chín, qua chế biến
Nước uống tinh khiết Oshun 400ml	Nước suối, nước tinh khiết
SỮA THANH TRÙNG KHÔNG ĐƯỜNG - BÌNH 500ML	Sữa tươi
SỮA THANH TRÙNG CÓ ĐƯỜNG - BÌNH 500ML	Sữa tươi
SỮA THANH TRÙNG CÓ ĐƯỜNG - BÌNH 200ML	Sữa tươi
SỮA THANH TRÙNG CÓ ĐƯỜNG - BÌNH 890ML	Sữa tươi
SỮA CHUA UỐNG CÓ ĐƯỜNG - BÌNH 500ML	Sữa tươi
SỮA THANH TRÙNG CÓ ĐƯỜNG - BÌNH 2000ML	Sữa tươi
HT Milk - Weight Gold	Sữa bột
YẾN SÀO CHƯNG SẴN 12% - KIDSNEST HƯƠNG CAM-HỘP 06 HŨ	Nước ngọt
Anphacare  - Canxi Gold	Sữa bột
Xúc Xích Salibon	Thực phẩm chín, qua chế biến
Xúc Xích Salibon	Thực phẩm chín, qua chế biến
Tương cà 2.2 kg	Tương, sốt
SỮA CHUA UỐNG CÓ ĐƯỜNG - BÌNH 200ML	Sữa tươi
SỮA THANH TRÙNG CÓ ĐƯỜNG - HỘP GIẤY 500ML	Sữa tươi
SỮA TIỆT TRÙNG KHÔNG ĐƯỜNG - HỘP 125ML	Sữa tươi
SỮA THANH TRÙNG KHÔNG ĐƯỜNG - BÌNH 200ML	Sữa tươi
SỮA THANH TRÙNG KHÔNG ĐƯỜNG - BÌNH 890ML	Sữa tươi
SỮA CHUA UỐNG CÓ ĐƯỜNG - BÌNH 890ML	Sữa chua, váng sữa
SỮA TIỆT TRÙNG HƯƠNG DÂU - HỘP 125ML	Sữa tươi
SỮA THANH TRÙNG KHÔNG ĐƯỜNG - BÌNH 2L	Sữa tươi
SỮA CHUA UỐNG CÓ ĐƯỜNG - BÌNH 2000ML	Sữa tươi
Dầu Maria Đậu Nành 1L	Dầu ăn
Viên Bò	Thịt
Rượu Sâm Cau Hạ Thổ	Bia, rượu, đồ uống có cồn
Herbal Trà túi lọc sâm Ngọc Linh ( trà nhỏ )	Trà, cà phê
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Lạp Xưởng Cookie	Thực phẩm chín, qua chế biến
Nước đào Dr. James Dr. James peach juice	Nước ngọt
NƯỚC NHA ĐAM YẾN - 250ml*24 lon	Nước ngọt
Thùng Cà phê sữa hòa tan 3in1 Goodmorning (Xanh) 21 bịch x 432g	Trà, cà phê
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Nước mắm truyền thống Hải Quỳnh	Trà, cà phê
Nước mắm truyền thống Hải Quỳnh	Nước mắm - Nước chấm
Bánh quy Ngũ Cốc - đậu nành 500g	Bánh quy, bánh xốp, bánh mềm
Dầu Oilio đậu nành 400ml	Dầu ăn
RHUM VIỆT Dung Tích: 375ml Nồng độ: 39% vol.	Bia, rượu, đồ uống có cồn
Rượu Đinh Lăng Hạ Thổ	Bia, rượu, đồ uống có cồn
Rượu Trắng Hạ Thổ	Bia, rượu, đồ uống có cồn
Kẹo MEAL KiNG OVENY- 5 vị trái cây - 800GR	Kẹo
NẤM LINH CHI	Thực phẩm khô
Nước mắm truyền thống Siêu Đầu Bếp - KABIN 500ml	Nước mắm - Nước chấm
Nước mắm truyền thống Siêu Đầu Bếp - KABIN 750ml	Nước mắm - Nước chấm
Canxi Nano+ 450g	Sữa bột
Vang cao cấp Thăng Long 750ML	Bia, rượu, đồ uống có cồn
Nanomilk Dibetes 900g	Sữa bột
Nước yến nha đam	Nước ngọt
Kẹo cứng Hasuko nhân Ôỉ muối ớt 200gr	Kẹo
Trà Cúc Vu Genki farm Nhật Bản	Nước ngọt
Bánh gạo khô mực 90g	Bánh quy, bánh xốp, bánh mềm
Trà sữa Pomcha vị Matcha hòa tan hộp 285g	Nước ngọt
Bánh tươi Cozoko trứng chà bông - Phommai sữa chua 26gr	Bánh quy, bánh xốp, bánh mềm
HASUKO bánh phủ Choccolate	Bánh quy, bánh xốp, bánh mềm
Kẹo thạch Hasuko vị sữa chua trái cây ( Dâu , Cam, Dưa, Xoài, Táo) 160gr	Mứt, thạch
Thùng nước tinh lọc UniAqua 24 chai 350ml	Nước suối, nước tinh khiết
SỮA GẠO LỨT HORCHATA	Thức uống dinh dưỡng
Kẹo thạch Zòn Zai	Kẹo
HASUKO bánh phủ vị Phomai	Bánh quy, bánh xốp, bánh mềm
Bánh Cracker cao cấp vị rau củ Lexus	Bánh quy, bánh xốp, bánh mềm
NƯỚC ÉP MÃNG CẦU - 330ml*24 lon	Nước ngọt
Bulkid Grow IQ 400g	Sữa bột
BLACKGOLD COLOSTRUM GROW IQ 900G	Sữa bột
Sản phẩm dinh dưỡng pha sẵn Special	Sữa tươi
Nước mắm cá hồi 380ml (Chai)	Nước mắm - Nước chấm
Trà Giảm Cân Orihiro Botanical Diet Tea 20 Gói	Trà, cà phê
Nước màu 100ml	Muối, tiêu, hạt nêm, bột ngọt
TỔ YẾN TINH CHẾ TRẮNG	Nước ngọt
BIOPLUS+ Inflant (900gr)	Sữa bột
Dairylac Pedia IQ Total 1+	Sữa bột
USSURE PEDIA KIDS (BA)	Sữa bột
HTMILK BABY GOLD STEP 1-400g	Sữa bột
SỮA HẠT VIMY SURE PLUS 900g	Sữa bột
Thạch rau câu cốt trái cây tươi - chanh leo túi lưới 880g	Mứt, thạch
Bánh Omeli Chocolate Pie Matcha 200g	Bánh quy, bánh xốp, bánh mềm
Bánh Sô cô la và hạnh nhân Mei Clarks	Bánh tươi
Thùng Sữa bột pha sẵn Metacare Eco hương Chuối 180ml	Sữa tươi
THỰC PHẨM BỔ SUNG: NƯỚC YẾN SÀO CANXI PURENEST- Hũ 70ml	Nước ngọt
Huyết Đảo Rút Lông Thượng Hạng 100g	Nước ngọt
Hồng Huyết Yến 50g	Nước ngọt
Nguyên tổ rút lông 100g	Nước ngọt
Nguyên tổ còn lông 100g	Nước ngọt
Cà phê Rang xay CÀBANMÊ Truyền Thống 1 500G	Trà, cà phê
SUN CREAM	Bánh tươi
QUẢ ÓC CHÓ 300G	Thực phẩm chín, qua chế biến
Hộp bánh phồng tôm	Bánh tươi
CHÀ LÀ NGUYÊN CÀNH TUNISIA	Thực phẩm ăn liền
Duligoat grow 400g	Sữa bột
Royal goat iq plus	Sữa bột
MO MI	Bia, rượu, đồ uống có cồn
Yến Plus Daily	Nước ngọt
Thùng Sữa chua yến mạch - yooat - nếp cẩm nguyên cám (40 hộp * 180ml)	Sữa chua, váng sữa
Yến Plus Mama Set 4 hủ (4 hủ x 100ml)	Nước ngọt
Rượu Vang Úc Willandra Estate Leeton Selection Merlot	Bia, rượu, đồ uống có cồn
Tương Ớt Thái Long - Hảo Hạng 250g	Tương, sốt
Mứt cam 30gr	Mứt, thạch
Santos Baby 900 g	Sữa bột
Sữa bột Afomik Grow IQ 400g	Sữa bột
Fabio Baby 900g	Sữa bột
Fabio Baby 400g	Sữa bột
Lukamil Diabet 400g	Sữa bột
Nước Mắm 3 con cá 20GN 640ml	Nước mắm - Nước chấm
Gói kẹo thạch Zòn Zai Duy Phát	Kẹo
Nước chấm 3 con cá 11GN 200ml	Nước mắm - Nước chấm
Nước chấm 3 con cá 16GP 200ml	Nước mắm - Nước chấm
THỰC PHẨM BỔ SUNG - NƯỚC TĂNG LỰC TOP UP - VỊ CHANH DÂY	Nước ngọt
Pack 4 lon WildSide Spicy Ginger	Nước ngọt
Pack 4 lon WildSide Tangy Tamarind	Nước ngọt
Kẹo cứng cà phê chồn 200g	Kẹo
Jambon cây tròn 1Kg	Thực phẩm chín, qua chế biến
Trà gừng hòa tan hộp 24 gói	Trà, cà phê
Oatta yến mạch trái cây 45g (xuất khẩu)	Bột các loại
S86 Care Grow IQ 400g	Sữa bột
Phở gạo đậu xanh Nhân Nhất 350gr	Thực phẩm khô
trà trinh nữ hoàng cung	Trà, cà phê
Oatta yến mạch trái cây 300g (xuất khẩu)	Gạo, nếp
NẤM ĐÔNG TRÙNG HẠ THẢO 	Củ, quả các loại
Sữa đậu nành vị ngô EUDORA	Sữa tươi
SỮA DÊ TƯƠI THANH TRÙNG (ÍT ĐƯỜNG 500ML)	Sữa chua, váng sữa
S86 Care Pedia Care 6-36 tháng 400g	Sữa bột
TAKARA SURE GOLD 400g	Sữa bột
Hạt dẻ rang muối (Mỹ)	Thịt
Kidstain sure 900g	Sữa bột
Nhân sâm SilverLife Diamond 500g	Thức uống dinh dưỡng
Nhân sâm SilverLife Premium 100g	Thức uống dinh dưỡng
NƯỚC ÉP MARIGOLD RAU VÀ TRÁI CÂY TỔNG HỢP 100% 1L	Nước ngọt
Hạt điều mật ong hộp 500gr	Gạo, nếp
GOAT PURE BA GOLD Dinh Dưỡng dành Cho Trẻ Biếng Ăn - Suy Dinh Dưỡng	Sữa bột
GOATPURE KAO IQ Dành Cho Trẻ Cần Phát Triển Chiều Cao - Trí Não	Sữa bột
Bánh trứng nướng Topplus mè đen	Bánh tươi
Yến sào win'sNest mum- tổ yến chưng dành cho bà mẹ mang thai và cho con bú	Nước ngọt
Muối hạt dổi Hùng Tiến	Muối, tiêu, hạt nêm, bột ngọt
CÀ PHÊ RANG XAY SỐ 1 (ĐÓNG TÚI ĐEN 500GR)	Nước ngọt
CÀ PHÊ RANG XAY SỐ 2 (ĐÓNG TÚI BẠC 500gr)	Nước ngọt
Amilac Sure gold	Sữa bột
Amilac nano canxi	Sữa bột
Kidblazer canxi	Sữa bột
Leomil babi	Sữa bột
Leomil babi	Sữa bột
Amilac Nano Canxi	Sữa bột
Royal goat baby	Sữa bột
Rượu Vina La Rosa Cuvee 750ml	Bia, rượu, đồ uống có cồn
MESSER RIDOLFO CHIANTI CLASSICO	Bia, rượu, đồ uống có cồn
CASA SANTOS LIMA RESERVA	Bia, rượu, đồ uống có cồn
CHÂTEAU LA CAFOURCHE	Bia, rượu, đồ uống có cồn
8 Keys	Bia, rượu, đồ uống có cồn
Sữa bột Leanmax Rena Gold 2 900g	Sữa bột
AMARONE DELLA VALPOLICELLA PASQUA	Bia, rượu, đồ uống có cồn
RAÍZ DE CHILE CABERNET SAUVIGNON RESERVA	Bia, rượu, đồ uống có cồn
KOYLE COSTA CUARZO SAUVIGNON BLANC	Bia, rượu, đồ uống có cồn
MORELLINO DI SCANSANO	Bia, rượu, đồ uống có cồn
STROZZI	Bia, rượu, đồ uống có cồn
SÒDOLE	Bia, rượu, đồ uống có cồn
MARZEMINO	Bia, rượu, đồ uống có cồn
MOSCATO	Bia, rượu, đồ uống có cồn
Bộ hộp Sinh lộc thượng hạng	Trà, cà phê
Chao đậu cao cấp Mikiri 800g	Thực phẩm chín, qua chế biến
Sữa Australian Dairies Protein 800g	Sữa bột
MK9 CANXI NANO (850GR)	Sữa bột
MK9 DIGEST GOLD (850GR)	Sữa bột
Lukamil Canxi nano 400g	Sữa bột
Lukamil Sure 400g	Sữa bột
Thùng đựng sữa Lukamil 24lon x 400g	Sữa bột
CHANH DÂY VINFRUIT	Nước ngọt
Coolmilk 03 - lon 400g	Sữa bột
Hộp trà mãng cầu cao cấp	Trà, cà phê
Conanmilk Weight Gain	Sữa bột
Oatta yến mạch trái cây hạnh nhân phomai 300g (xuất khẩu)	Bột các loại
Quả mác mật tươi	Muối, tiêu, hạt nêm, bột ngọt
Măng bát độ 500g	Thực phẩm khô
Miến dong sạch	Thực phẩm khô
Măng nứa	Thực phẩm khô
Kẹo hồng sâm mềm 200g	Kẹo
Rượu vang đỏ One Wine Gran Reserva Syrah	Bia, rượu, đồ uống có cồn
Colostrum Premium Gold Newborn 400g	Sữa bột
TRÀ HOA VÀNG TÚI LỌC - 10 TÚI	Trà, cà phê
"Kẹo Toffees tổng hợp -
TOFFEES PARTY CANDY 450 g"	Kẹo
Nutri MyO Grow Gold 400G	Sữa bột
Nhân sâm SilverLife Premium 250g	Thức uống dinh dưỡng
Cao atiso nguyên chất từ lá tươi 300gr	Trà, cà phê
Huyết Tinh Chế 100g	Nước ngọt
BÁNH ỐNG STARBUCKS COOKIE STRAWS 520g	Bánh tươi
PUREMILK GLUCERNA Dinh Dưỡng Dành Cho Người Bệnh Tiểu Đường	Sữa bột
PUREMILK BONE & JOINT Dinh Dưỡng Cho Người Cần Hỗ Trợ Về Xương & Khớp	Sữa bột
DẦU VÀNG VUA ĐẦU BẾP 900ML	Dầu ăn
NƯỚC DỪA YUZU - 330ml*24 lon	Nước ngọt
COLOSBABY GOLD 1+ 546G    (Dạng gói thanh, 35 gói/lon, 15.6gr/gói; 546gr/lon)	Sữa bột
Kẹo lạc Đa Mai	Kẹo
Bánh Cheese Biscuits 336g	Bánh tươi
Bột thực dưỡng tăng cân	Sữa bột
thực phẩm bổ sung Fatty Organic	Sữa bột
Thực phẩm dinh dưỡng albu procare 900g	Sữa bột
Leomil plus A+	Sữa bột
Kidblazer Sure	Sữa bột
Kidblazer digest	Sữa bột
Amilac iq mk7 1 400g	Sữa bột
TỔ YẾN CHƯNG SẴN HIỆU KIDS NEST PLUS GRAPE	Nước ngọt
ORO VINO ROSSO	Bia, rượu, đồ uống có cồn
Chôm chôm nhân dưa đóng lon	Đồ hộp
Yến Plus Evening Set 4 hủ (4 hủ x100ml)	Nước ngọt
Yến Plus Morning Set 4 hủ (4 hủ x100ml)	Nước ngọt
Yến Plus Morning hủ 100ml	Nước ngọt
Yến Plus Evening Hộp 1 hủ	Nước ngọt
NƯỚC UỐNG ĐÔNG TRÙNG HẠ THẢO HÀN QUỐC - DONG CHUNG HA CHO	Nước ngọt
Rượu Vang Úc Willandra Estate Leeton Selection Shiraz	Bia, rượu, đồ uống có cồn
Rượu Vang Úc Willandra Estate langhorne Creek Shiraz	Nước ngọt
Santos Pedia 400 g	Sữa bột
Santos Pedia 900 g	Sữa bột
Santos Grow IQ 400 g	Sữa bột
Santos Grow IQ 900 g	Sữa bột
HẠNH NHÂN RANG BƠ 250G	Thực phẩm ăn liền
YẾN SÀO CAO CẤP 25% KIDPLUS - HƯƠNG TỰ NHIÊN	Nước ngọt
CÀ PHÊ TRUYỀN THỐNG PHÚ SỸ	Trà, cà phê
Genius Infant - 400g	Sữa bột
Lukamil Mama 400g (Vị hat óc chó)	Sữa bột
Lukamil Mama 400g (Vị Vanilla)	Sữa bột
SMILE SURE GOLD	Sữa bột
SMILE GROW IQ	Sữa bột
Trà Việt Olong Tea 100g	Trà, cà phê
BỘT NÊM BÒ KNORR CALDO DE RES BEEF BOUILLON 4.4 LBS (2.0 KG) (HỘP)	Muối, tiêu, hạt nêm, bột ngọt
BIA DISCOVER HEFEWEIZEN_ABV 5.9%_500mL	Bia, rượu, đồ uống có cồn
Hạt Nêm Sakura - 10kg	Muối, tiêu, hạt nêm, bột ngọt
Bánh đa nem Đậu xanh hạt óc chó	Thực phẩm khô
Nước bù điện giải OZIN Oresol vị chanh leo	Nước ngọt
Miến mỏ thiếc	Thực phẩm khô
"Bánh Pía Khoai Môn
- Sầu Riêng Ri6
KLT: 400 g
100 g x 4 cái"	Bánh quy, bánh xốp, bánh mềm
Arabica 100% 250g	Trà, cà phê
Robusta 100% 250g	Trà, cà phê
Trà sữa thái	Nước ngọt
Miến dong TÀI HOAN	Thực phẩm khô
Bánh đậu phộng X-5 vị Original - PEANUT CRUNCH BAR ORIGINAL 95 g	Bánh quy, bánh xốp, bánh mềm
"Kẹo Toffees tổng hợp -
TOFFEES PARTY CANDY 200 g"	Kẹo
Nutri MyO Canxi Nano 400G	Sữa bột
Mommy Glu Sure 400G	Sữa bột
HẠT HƯỚNG DƯƠNG (VỊ TRẮNG SẠCH)	Thực phẩm ăn liền
Tương đen 2.2 kg	Gạo, nếp
TRÀ ĐEN BÁ TƯỚC	Trà, cà phê
NƯỚC TĂNG LỰC DÂU - 330ml*24 lon	Nước tăng lực, bù khoáng
Rượu Vang Torri d'oro - Vermentino Salento 750ml	Bia, rượu, đồ uống có cồn
NƯỚC YẾN SÀO - 250ml*24 lon	Nước ngọt
Gia vị nướng 120gr	Muối, tiêu, hạt nêm, bột ngọt
Chè lam Đa Mai	Bánh tươi
PUNTOORO	Bia, rượu, đồ uống có cồn
Sữa gạo lứt sinh thái Điện Biên Hạn chế đường (Dạng nước)	Sữa tươi
Sữa gạo lứt sinh thái Điện Biên dùng cho mọi lứa tuổi (Dạng nước).	Sữa tươi
Trà bí đỏ lễ 360	Trà, cà phê
Me lễ 360	Nước ngọt
Amilac sure gold	Sữa bột
CHÂTEAU LA CAFOURCHE BORDEAUX SUPÉRIEUR	Bia, rượu, đồ uống có cồn
VALMADURO	Bia, rượu, đồ uống có cồn
Bánh Cracker ngô 231	Bánh tươi
Sữa chua ba vì vị trái cây (48x70g)	Sữa chua, váng sữa
RAÍZ DE CHILE CHADONNAY RESERVA	Bia, rượu, đồ uống có cồn
RAÍZ DE CHILE CHADONNAY	Bia, rượu, đồ uống có cồn
Hạt Hướng Dương Vị Dừa	Thực phẩm ăn liền
Nước nha đam chanh dây	Sữa bột
Cơm cháy Linh Phương 250g	Thực phẩm khô
Cơm cháy Linh Phương/200g	Thực phẩm ăn liền
Bánh gạo Linh Phương 100g	Bánh quy, bánh xốp, bánh mềm
Bánh gạo Linh Phương 150g	Bánh quy, bánh xốp, bánh mềm
Cơm cháy nước sốt Linh Phương 200g	Thực phẩm khô
Cơm cháy nước sốt Linh Phương 150g	Thực phẩm ăn liền
Cơm cháy tự nhiên Linh Phương 500g	Thực phẩm ăn liền
Bánh gạo Linh Phương 50g	Bánh quy, bánh xốp, bánh mềm
Tsure Good	Sữa bột
Nước chấm 3 con cá 60GN 500 ml	Nước mắm - Nước chấm
Pack 4 lon Rooster Beers Pale	Bia, rượu, đồ uống có cồn
Sữa bột PA Care MK7 Grow IQ 400g	Sữa bột
Sữa bột PA Care MK7 Pedia 400g	Sữa bột
Pack 4 lon Rooster Beers Blonde	Bia, rượu, đồ uống có cồn
Pack 4 lon Rooster Beers Dark	Bia, rượu, đồ uống có cồn
Pack 4 lon Rooster Beers IPA	Bia, rượu, đồ uống có cồn
Pack 4 lon WildSide Lemongrass Lemon	Bia, rượu, đồ uống có cồn
TRÀ OOLONG DỪA	Bột các loại
Hạt Nêm Sakura - 5kg	Muối, tiêu, hạt nêm, bột ngọt
Nutri Plus Gold 900g	Sữa bột
Cam ép lễ 360	Nước ngọt
Fabio Grow IQ 900g	Sữa bột
Fabio Pedia 900g	Sữa bột
Rượu vang đỏ One Wine Cabernet Sauvignon	Bia, rượu, đồ uống có cồn
Gạo Lứt Mộc sắc	Trà, cà phê
Dầu hướng dương cao cấp Blago 5L	Dầu ăn
CÀBANMÊ ROBUSTA 100% PHA MÁY 500G	Trà, cà phê
Yến Mật Ong -Gừng ( Khay x 6 Lọ )	Nước ngọt
Arabica - Robusta 250g	Trà, cà phê
